0	0.390667686
1	-0.042456799
2	-0.708396442
3	-0.756330919
4	-0.666576266
5	0.390667686
6	0.211635253
7	0.380729449
8	-0.828793173
9	0.284514133
10	-0.590744853
11	0.079975377
12	0.32308179
13	0.409255147
14	3.958193084
15	0.99566541
16	1.070389328
17	1.000721167
18	0.674460652
19	0.984771612
20	0.762986565
21	5.06720846
22	1.686612577
23	1.678522677
24	1.331131922
25	1.347098671
26	1.334568276
27	1.322505058
28	1.319039816
29	1.283329168
30	1.293370484
31	1.416299305
32	1.614474283
33	1.702214251
34	1.225891862
35	1.665392771
36	1.043344505
37	6.57411665
38	2.063157759
39	6.400742843
40	1.9202933
41	1.71501475
42	1.691980751
43	1.729444007
44	1.595503661
45	1.638305577
46	1.614945367
47	1.621993232
48	1.668573016
49	4.344828497
50	6.210817432
51	1.678973308
52	1.696439021
53	1.767654798
54	0.948600847
55	1.857980995
56	5.467801156
57	2.167036722
58	5.865795121
59	1.795766948
60	2.051720116
61	1.963474124
62	2.011495639
63	2.026800059
64	1.996388746
65	2.035975744
66	2.149909668
67	2.003242417
68	2.182056609
69	2.129612738
70	2.23572706
71	1.96790637
72	2.086444109
73	1.698663
74	7.332511026
75	8.255226897
76	1.965322548
77	2.030689204
78	5.620469113
79	2.064882852
80	2.102993993
81	2.149584553
82	6.121699275
83	7.906475761
84	2.425190721
85	2.151209393
86	2.134549534
87	2.12201002
88	2.264536431
89	2.059355278
90	2.301880253
91	2.17280751
92	2.099295204
93	2.263635404
94	2.133563526
95	2.570948605
96	6.389979738
97	2.699995744
98	2.535555333
99	2.438292852
100	2.444402036
101	2.476381688
102	2.48516918
103	2.482332021
104	2.45785691
105	2.428142391
106	5.016228865
107	2.390942773
108	2.36429227
109	2.363171077
110	2.358396262
111	2.355298233
112	6.239818079
113	2.392317423
114	2.373509016
115	4.933525429
116	2.468061924
117	5.995733238
118	2.605257263
119	1.755742179
120	2.332851122
121	6.387328072
122	2.449957484
123	1.748890543
124	1.6622055
125	1.325961996
126	0.644317778
127	0.899948986
128	0.471967788
129	-0.02620507
130	-0.246395464
131	-0.291592017
132	0
133	-0.227692025
134	-0.231074664
135	-0.231074664
136	0.231432408
137	-0.01887801
138	5.300050489
139	0.928275562
140	0.269033146
141	0.564622052
142	0.438292852
143	-0.343732465
144	0.416839742
145	7.785700934
146	1.033511102
147	0.671746267
148	0.497740089
149	0.708407983
150	0.614474283
151	0.608809243
152	0.504874589
153	6.418915162
154	1.336854639
155	0.90842865
156	5.677592806
157	1.149909668
158	5.203279476
159	6.057645218
160	2.000360629
161	1.234501321
162	1.192825404
163	1.185866545
164	1.411426246
165	1.415758667
166	1.595026184
167	1.521553331
168	1.516015147
169	0.993493221
170	1.249141903
171	1.482848283
172	1.556306784
173	1.950095094
174	1.8623522
175	1.916858765
176	1.709731759
177	1.736388401
178	1.251567621
179	0.926758532
180	5.490634306
181	1.293370484
182	1.401084302
183	1.319617934
184	1.49978212
185	1.5290713
186	1.389566812
187	1.724213687
188	1.767231037
189	6.792035406
190	2.162532318
191	1.991317757
192	1.987684678
193	1.987684678
194	1.983677695
195	1.984771612
196	1.9800253
197	1.981487368
198	2.062467144
199	2.069358463
200	2.135206499
201	2.202887833
202	1.31556623
203	1.546462358
204	1.722466024
205	1.910732662
