0	2.201633861
1	2.153481099
2	2.097610797
3	-2.590744853
4	-0.314732593
5	-0.545824107
6	-0.657445255
7	-0.641603738
8	-0.575615328
9	0.029982866
10	0.350497247
11	4.26025153
12	0.819668183
13	4.833092483
14	0.473007568
15	-0.15682011
16	0.7031007
17	5.018901183
18	1.168000125
19	0.97379493
20	0.997834333
21	0.972325042
22	1.123003954
23	1.449957484
24	0.502839758
25	1.169925001
26	4.895011726
27	1.751463721
28	1.034215715
29	1.410883777
30	1.459431619
31	1.511973982
32	1.497740089
33	1.486971744
34	1.046141782
35	5.613708443
36	6.412933915
37	1.516015147
38	1.47612242
39	6.423880662
40	1.806942665
41	1.72334012
42	1.722466024
43	1.722028778
44	1.722028778
45	1.722028778
46	1.71501475
47	1.751463721
48	1.744591687
49	1.748890543
50	1.796182411
51	1.777787904
52	4.68907547
53	1.854793598
54	1.87026607
55	1.965691949
56	2.049979203
57	2.129942384
58	5.805627807
59	7.714575239
60	2.427069755
61	2.264236151
62	4.637957953
63	2.313826296
64	2.284217983
65	2.410883777
66	5.776709372
67	2.044394119
68	4.57881798
69	2.000360629
70	2.19061486
71	2.129283017
72	2.097610797
73	2.113367121
74	2.155101558
75	2.156396617
76	2.247623756
77	2.120020096
78	2.134878054
79	7.054088735
80	2.264536431
81	5.647199366
82	6.668558835
83	2.686164326
84	2.340847077
85	2.34596403
86	2.34283916
87	2.375456536
88	2.349365278
89	2.363451457
90	2.75787666
91	2.298951516
92	2.264836648
93	2.384049807
94	2.463622457
95	2.482848283
96	2.541267018
97	2.331131922
98	2.369885202
99	2.403813062
100	5.863740264
101	2.704871964
102	2.584722032
103	2.582556003
104	2.582315132
105	2.582315132
106	2.582315132
107	2.582315132
108	2.582315132
109	2.574343754
110	2.603596675
111	2.629006833
112	2.588564737
113	2.66106548
114	2.429482065
115	2.553606257
116	2.690193578
117	2.726395292
118	2.785759774
119	2.719402512
120	2.921245889
121	2.841168044
122	2.839556544
123	2.868884273
124	2.838750118
125	2.872040725
126	2.859969548
127	2.537793034
128	2.754673754
129	2.819668183
130	2.570705789
131	5.643769625
132	2.740711733
133	2.815985227
134	2.753604536
135	2.74760223
136	2.747817029
137	2.656953933
138	2.678071905
139	5.389945332
140	3.174406419
141	2.799709023
142	2.860962798
143	2.695102986
144	2.943358763
145	2.973427598
146	3.047887329
147	6.709111391
148	3.196764398
149	3.104168895
150	3.100136671
151	3.100136671
152	3.100136671
